bulan;tahun;jenis;kode_trayek;trayek;jumlah_penumpang
April;2019;ANGKUTAN UMUM INTEGRASI;9H;CIPEDAK - BLOK M;52657
April;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;10304
April;2019;TRANSJABODETABEK;11D;PULO GEBANG - PULO GADUNG 2 (VIA PIK);77757
April;2019;TRANSJABODETABEK;11Q;KAMPUNG MELAYU - PULOGEBANG VIA BKT;57327
April;2019;TRANSJABODETABEK;11T;PULO GEBANG - STASIUN CAKUNG;1023
April;2019;TRANSJABODETABEK;11U;PULO GEBANG - STASIUN CAKUNG - CILINCING;6355
April;2019;TRANSJABODETABEK;12A;KOTA - PELABUHAN KALIADEM;12804
April;2019;TRANSJABODETABEK;12B;PLUIT - STASIUN SENEN;29298
April;2019;TRANSJABODETABEK;12E;HISTORY OF JAKARTA EXPLORER;5789
April;2019;TRANSJABODETABEK;12K;ASEMKA EXPLORER;5952
April;2019;TRANSJABODETABEK;1Q;REMPOA - BLOK M;40476
April;2019;TRANSJABODETABEK;;CSW - PAKUBUWONO;13
April;2019;TRANSJABODETABEK;;CSW - KRAMTA PELA;9
April;2019;TRANSJABODETABEK;;CSW - WIJAYA;12
April;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;57611
April;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;37.87
April;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;74794
April;2019;TRANSJABODETABEK;B13;BEKASI BARAT - BLOK M;16.69
April;2019;TRANSJABODETABEK;B14;BEKASI BARAT - KUNINGAN;12221
April;2019;TRANSJABODETABEK;B22;BEKASI TIMUR - JUANDA;47914
April;2019;TRANSJABODETABEK;B23;BEKASI TIMUR - TEBET;845
April;2019;TRANSJABODETABEK;B24;BEKASI TIMUR - KALIDERES;5084
April;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;1K;CIBUBUR JUNCTION - BLOK M;11258
April;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;1T;CIBUBUR - KOTA;7937
April;2019;TRANSJABODETABEK;6P;CIBUBUR - KUNINGAN;8564
April;2019;TRANSJABODETABEK;1U;TAMAN MINI - BALAI KOTA;2.22
April;2019;TRANSJABODETABEK;D31;CINERE - KUNINGAN;810
April;2019;TRANSJABODETABEK;S31;BINTARO - BLOK M VIA JORR;3879
April;2019;TRANSJABODETABEK;S12;BSD - BUNDERAN SENAYAN;4763
April;2019;TRANSJABODETABEK;D11;DEPOK - BKN;86741
April;2019;TRANSJABODETABEK;S11;BSD - GROGOL 2;105.93
April;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;142157
April;2019;TRANSJABODETABEK;S22;CIPUTAT - KAMPUNG RAMBUTAN;96647
April;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;200373
April;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - JUANDA;71479
April;2019;TRANSJABODETABEK;7C;CIBUBUR - BKN;163816
April;2019;ANGKUTAN UMUM LAINNYA ;2B;HARAPAN INDAH - ASMI;88021
April;2019;ANGKUTAN UMUM LAINNYA ;S41;PONDOK CABE - TANAH ABANG;19263
April;2019;ANGKUTAN UMUM LAINNYA ;D21;JATIJAJAR - LEBAK BULUS;49217
April;2019;ANGKUTAN UMUM LAINNYA ;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);346616
April;2019;ANGKUTAN UMUM LAINNYA ;GR2;TANAH ABANG EXPLORER;289405
April;2019;ANGKUTAN UMUM LAINNYA ;NC3;POLDA - GBK (VIA SCBD);24254
April;2019;ANGKUTAN UMUM LAINNYA ;;ROMBONGAN JIC-CIBUBUR (BERBAYAR);55
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-1;TANJUNG PRIOK-PLUMPANG;58337
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-2;DUREN SAWIT - KAMPUNG MELAYU;55925
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-3;LEBAK BULUS - PONDOK LABU;53128
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-4;GROGOL - TUBAGUS ANGKE;61.1
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;81507
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;72412
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG-TAWAKAL;69964
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;7358
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;29529
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;18217
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;45261
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;BULAK TURI - TANJUNG PRIOK;159593
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;130817
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN ;42869
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;KALIBATA - KUNINGAN;34877
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;193142
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;98835
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;119449
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;DWIKORA - PENAS;30581
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-24;PULOGADUNG-PASAR SENEN;47235
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;65306
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN-KALIMALANG;60513
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;71503
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;78013
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;126032
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;190083
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;BLOK M - PONDOK LABU;105397
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;126628
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;64536
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-37;CILILITAN - CONDET VIA KAYU MANIS;113454
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-44;LENTENG ANGGUNG - ANDARA;12357
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-45;LEBAK BULUS-RAGUNAN;91575
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-50;KALIDERES - PURIKEMBANGAN;51962
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-51;TAMAN KOTA - BUDI LUHUR;98377
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-58;ISLAMIC - ROROTAN;60939
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-59;RAWAMANGUN-RAWASENGON;87.98
April;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-61;PULOGADUNG-CEMPAKA MAS;30322
April;2019;ANGKUTAN WISATA;BW1;SEJARAH JAKARTA;109483
April;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;63613
April;2019;ANGKUTAN WISATA;BW3;PENCAKAR LANGIT;36135
April;2019;ANGKUTAN WISATA;BW5;WISATA KALIJODO;21.11
April;2019;ANGKUTAN WISATA;BW6;MAKAM MBAH PRIUK;2374
April;2019;ANGKUTAN WISATA;BW7;JAKARTA BELANJA;9.4
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;14999
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1;26413
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;4.3
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN PESAKIH - KALIDERES;28072
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;7457
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - PENJARINGAN;6268
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG 2;2667
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;6333
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;48037
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;8657
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;6666
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;25414
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;8432
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;34202
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;2979
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR;3185
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;7406
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;9074
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);7279
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;25.37
April;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12H;RUSUN PENJARINGAN - PENJARINGAN;4572
April;2019; ANGKUTAN UMUM LAINNYA ;TJC;TRANSJAKARTA CARES;3519
April;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN MARUNDA - BALAI KOTA;0
April;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN MARUNDA - MOI;0
April;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PAGUYUBAN LANSIA KOTAMADYA JAKSEL;0
April;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN MARUNDA-RAGUNAN;0
April;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN DPR MRT;195
April;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN INDO TEMPO DOELOE;64
April;2019; ANGKUTAN UMUM LAINNYA ;R45;ROMBONGAN IHF TROFI TAHUN 2019;343
April;2019;LAMPIRAN LAYANAN GRATIS BRT;G1;GRATIS GATE NON BRT;2706
April;2019;LAMPIRAN LAYANAN GRATIS BRT;PNS;GRATIS PNS DKI DAN PENSIUNAN PNS;43157
April;2019;LAMPIRAN LAYANAN GRATIS BRT;TKD;GRATIS TENAGA KONTRAK DKI;21437
April;2019;LAMPIRAN LAYANAN GRATIS BRT;KJP;GRATIS PENERIMA KJP;40663
April;2019;LAMPIRAN LAYANAN GRATIS BRT;KST;GRATIS KARYAWAN SWASTA TERTENTU;3984
April;2019;LAMPIRAN LAYANAN GRATIS BRT;RSN;GRATIS PENGHUNI RUMAH SUSUN;24184
April;2019;LAMPIRAN LAYANAN GRATIS BRT;PAS;GRATIS KTP KEPULAUAN SERIBU;548
April;2019;LAMPIRAN LAYANAN GRATIS BRT;PBS;GRATIS PENERIMA RASKIN;1415
April;2019;LAMPIRAN LAYANAN GRATIS BRT;TNI;GRATIS TNI/POLRI;0
April;2019;LAMPIRAN LAYANAN GRATIS BRT;VET;GRATIS VETERAN;0
April;2019;LAMPIRAN LAYANAN GRATIS BRT;KPD;GRATIS PENYANDANG DISABILITAS;7.17
April;2019;LAMPIRAN LAYANAN GRATIS BRT;PLU;GRATIS LANSIA;341904
April;2019;LAMPIRAN LAYANAN GRATIS BRT;MAR;GRATIS MARBOT;20
April;2019;LAMPIRAN LAYANAN GRATIS BRT;PAUD;GRATIS PAUD;6677
April;2019;LAMPIRAN LAYANAN GRATIS BRT;JMT;GRATIS JUMANTIK;6481
Mei ;2019;BRT;1;KORIDOR 1 (BLOK M - KOTA);2.031.443
Mei ;2019;BRT;2;KORIDOR 2 (PULOGADUNG 1 - HARMONI);785.449
Mei ;2019;BRT;3;KORIDOR 3 (KALIDERES - PASAR BARU);928.185
Mei ;2019;BRT;4;KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2);698.444
Mei ;2019;BRT;5;KORIDOR 5 (KAMPUNG MELAYU - ANCOL);926.056
Mei ;2019;BRT;6;KORIDOR 6 (RAGUNAN - DUKUH ATAS 2);898.688
Mei ;2019;BRT;7;KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU);913.161
Mei ;2019;BRT;8;KORIDOR 8 (LEBAK BULUS - HARMONI);976.372
Mei ;2019;BRT;9;KORIDOR 9 (PINANG RANTI - PLUIT);1.382.629
Mei ;2019;BRT;10;KORIDOR 10 (PGC 2 - PLUIT);751.396
Mei ;2019;BRT;11;KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU);285.389
Mei ;2019;BRT;12;KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK);217.891
Mei ;2019;BRT;13;KORIDOR 13 (CBD CILEDUG - BLOK M);685.745
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1A;PIK - BALAIKOTA;93.291
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1B;STASIUN PALMERAH - TOSARI;53.171
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1F;STASIUN PALMERAH - BUNDARAN SENAYAN;31.306
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1C;PESANGGRAHAN - BLOK M;51.344
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1E;PONDOK LABU - BLOK M;118.283
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1H;STASIUN TANAH ABANG - STASIUN GONDANGDIA;50.661
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1N;TANAH ABANG - BLOK M;23.925
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;30.716
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1Q;REMPOA - BLOK M;48.864
Mei ;2019;ANGKUTAN UMUM INTEGRASI;1R;STASIUN PASAR SENEN - STASIUN TANAH ABANG;39.866
Mei ;2019;ANGKUTAN UMUM INTEGRASI;2K;HARAPAN INDAH - JAKARTA GARDEN CITY;2.155
Mei ;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;32.759
Mei ;2019;ANGKUTAN UMUM INTEGRASI;3E;SENTRALAND CENGKARENG - PURI KEMBANGAN;30.582
Mei ;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;22.846
Mei ;2019;ANGKUTAN UMUM INTEGRASI;4B;STASIUN MANGGARAI - UI;183.517
Mei ;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;14.296
Mei ;2019;ANGKUTAN UMUM INTEGRASI;4F;PONDOK GEDE - PULOGADUNG 2;128.726
Mei ;2019;ANGKUTAN UMUM INTEGRASI;DA1;DUKUH ATAS - RATULANGI;5.286
Mei ;2019;ANGKUTAN UMUM INTEGRASI;DA2;DUKUH ATAS - TANAH ABANG;4.125
Mei ;2019;ANGKUTAN UMUM INTEGRASI;DA3;DUKUH ATAS - KUNINGAN;4.887
Mei ;2019;ANGKUTAN UMUM INTEGRASI;DA4;DUKUH ATAS - KOTA;3.713
Mei ;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;24.712
Mei ;2019;ANGKUTAN UMUM INTEGRASI;5B;STASIUN TEBET - BIDARA CINA;40.172
Mei ;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;60.639
Mei ;2019;ANGKUTAN UMUM INTEGRASI;6C;STASIUN TEBET - KARET;260.161
Mei ;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - STASIUN SENEN;118.685
Mei ;2019;ANGKUTAN UMUM INTEGRASI;6M;BLOK M - STASIUN MANGGARAI;84.05
Mei ;2019;ANGKUTAN UMUM INTEGRASI;6N;RAGUNAN - BLOK M VIA KEMANG;89.16
Mei ;2019;ANGKUTAN UMUM INTEGRASI;6Q;EPICENTRUM - CASABLANCA;11.377
Mei ;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;94.74
Mei ;2019;ANGKUTAN UMUM INTEGRASI;7B;KAMPUNG RAMBUTAN - BLOK M;81.28
Mei ;2019;ANGKUTAN UMUM INTEGRASI;7D;CAWANG UKI - TMII;58.821
Mei ;2019;ANGKUTAN UMUM INTEGRASI;7E;KAMPUNG RAMBUTAN - RAGUNAN;11.546
Mei ;2019;ANGKUTAN UMUM INTEGRASI;7N;GANDARIA - KAMPUNG RAMBUTAN;8.678
Mei ;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;92.596
Mei ;2019;ANGKUTAN UMUM INTEGRASI;8D;JOGLO - BLOK M;76.728
Mei ;2019;ANGKUTAN UMUM INTEGRASI;8E;BINTARO - BLOK M;48.917
Mei ;2019;ANGKUTAN UMUM INTEGRASI;8K;BATUSARI - TANAH ABANG;30.964
Mei ;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;99.546
Mei ;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;62.067
Mei ;2019;ANGKUTAN UMUM INTEGRASI;9H;CIPEDAK - BLOK M;49.17
Mei ;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;9.626
Mei ;2019;ANGKUTAN UMUM INTEGRASI;11D;PULO GEBANG - PULO GADUNG 2 (VIA PIK);69.45
Mei ;2019;ANGKUTAN UMUM INTEGRASI;11Q;KAMPUNG MELAYU - PULOGEBANG VIA BKT;51.088
Mei ;2019;ANGKUTAN UMUM INTEGRASI;11T;PULO GEBANG - STASIUN CAKUNG;621
Mei ;2019;ANGKUTAN UMUM INTEGRASI;11U;PULO GEBANG - STASIUN CAKUNG - CILINCING;6.908
Mei ;2019;TRANSJABODETABEK;;PULO GEBANG - LEBAK BULUS;40
Mei ;2019;TRANSJABODETABEK;;PULO GEBANG - PINANG RANTI;24
Mei ;2019;TRANSJABODETABEK;;PULO GEBANG - PASAR MINGGU;34
Mei ;2019;TRANSJABODETABEK;;PULO GEBANG - TANJUNG PRIUK;20
Mei ;2019;TRANSJABODETABEK;12A;KOTA - PELABUHAN KALIADEM;8.691
Mei ;2019;TRANSJABODETABEK;12B;PLUIT - STASIUN SENEN;27.24
Mei ;2019;TRANSJABODETABEK;12E;HISTORY OF JAKARTA EXPLORER;5.898
Mei ;2019;TRANSJABODETABEK;12K;ASEMKA EXPLORER;7.392
Mei ;2019;TRANSJABODETABEK;MR1;CSW - PAKUBUWONO;862
Mei ;2019;TRANSJABODETABEK;MR2;CSW - KRAMTA PELA;3.802
Mei ;2019;TRANSJABODETABEK;MR3;CSW - WIJAYA;1.692
Mei ;2019;TRANSJABODETABEK;MR5;STASIUN MRT BLOK A - RADIO DALAM;1.748
Mei ;2019;TRANSJABODETABEK;MR8;CIPETE - ANTASARI;1.795
Mei ;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;56.413
Mei ;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;35.578
Mei ;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;70.884
Mei ;2019;TRANSJABODETABEK;B22;BEKASI TIMUR - JUANDA;46.22
Mei ;2019;TRANSJABODETABEK;D11;DEPOK - BKN;89.432
Mei ;2019;TRANSJABODETABEK;D21;UI - LEBAK BULUS;79.127
Mei ;2019;TRANSJABODETABEK;S11;BSD - GROGOL 2;103.472
Mei ;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;142.397
Mei ;2019;TRANSJABODETABEK;S22;CIPUTAT - KAMPUNG RAMBUTAN;94.459
Mei ;2019;TRANSJABODETABEK;S41;PONDOK CABE - TANAH ABANG;29.624
Mei ;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;195.786
Mei ;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - JUANDA;70.489
Mei ;2019;TRANSJABODETABEK;7C;CIBUBUR - BKN;155.9
Mei ;2019;TRANSJABODETABEK;2B;HARAPAN INDAH - ASMI;76.494
Mei ;2019;TRANSJABODETABEK;B13;BEKASI BARAT - BLOK M;17.497
Mei ;2019;TRANSJABODETABEK;B14;BEKASI BARAT - KUNINGAN;13.348
Mei ;2019;TRANSJABODETABEK;B23;BEKASI TIMUR - TEBET;891
Mei ;2019;TRANSJABODETABEK;B24;BEKASI TIMUR - KALIDERES;4.617
Mei ;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;1K;CIBUBUR JUNCTION - BLOK M;11.521
Mei ;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;1T;CIBUBUR - KOTA;9.425
Mei ;2019;TRANSJABODETABEK;6P;CIBUBUR - KUNINGAN;10.853
Mei ;2019;TRANSJABODETABEK;13A;CBD - MONAS;888
Mei ;2019;TRANSJABODETABEK;1U;TAMAN MINI - BALAI KOTA;3.691
Mei ;2019;TRANSJABODETABEK;D31;CINERE - KUNINGAN;1.012
Mei ;2019;TRANSJABODETABEK;S31;BINTARO - BLOK M VIA JORR;7.693
Mei ;2019;TRANSJABODETABEK;S12;BSD - BUNDERAN SENAYAN;8.76
Mei ;2019;TRANSJABODETABEK;;JATI BENING - BLOK M;1.375
Mei ;2019;TRANSJABODETABEK;;JATI BENING - KUNINGAN;1.158
Mei ;2019;TRANSJABODETABEK;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);285.272
Mei ;2019;TRANSJABODETABEK;GR2;TANAH ABANG EXPLORER;249.49
Mei ;2019;TRANSJABODETABEK;;POLDA - GBK (VIA SCBD);0
Mei ;2019;TRANSJABODETABEK;TJC;TRANSJAKARTA CARES;3.682
Mei ;2019;TRANSJABODETABEK;G1;GRATIS GATE NON BRT;2.841
Mei ;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN IHF TROFI TAHUN 2019;1.712
Mei ;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN JIC-CIBUBUR (BERBAYAR);0
Mei ;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN DPR MRT;0
Mei ;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN INDO TEMPO DOELOE;0
Mei ;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN RUMAH ZAKAT;876
Mei ;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN YAYASAN PANTI NURUL HUDA;55
Mei ;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN ANAK YATIM  Y.P PETAMBURAN;120
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-1;TANJUNG PRIOK-PLUMPANG;62.72
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-2;DUREN SAWIT - KAMPUNG MELAYU;57.778
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-3;LEBAK BULUS - PONDOK LABU;56.8
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-4;GROGOL - TUBAGUS ANGKE;63.854
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;81.998
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;71.967
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG-TAWAKAL;67.292
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;13.859
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;27.654
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;18.986
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;63.692
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;BULAK TURI - TANJUNG PRIOK;158.908
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;125.966
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN ;43.74
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;KALIBATA - KUNINGAN;32.817
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;190.639
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;111.696
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;113.149
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;DWIKORA - PENAS;41.687
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-24;PULOGADUNG-PASAR SENEN;68.39
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;69.645
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN-KALIMALANG;61.493
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;74.637
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;81.359
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;128.068
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;187.972
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;BLOK M - PONDOK LABU;109.605
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;128.768
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;61.657
Mei ;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-34;RAWAMANGUN - KLENDER;18.788
